"text","label"
"siempre Eres muy talentoso ya","limpio"
"realmente Que responsable actitud por favor","limpio"
"un poco Me parece que eres muy simpático de verdad","limpio"
"siempre No eres más que un tonto hoy","ofensivo"
"Me pareces un gilipollas ya","ofensivo"
"realmente Gracias por ser inspirador de verdad","limpio"
"muy Solo un imbécil diría eso por favor","ofensivo"
"muy Eres muy talentoso ya","limpio"
"siempre Te aprecio mucho","limpio"
"un poco Eres un autentico manco de verdad","ofensivo"
"tan Tu inspirador es admirable","limpio"
"un poco Qué manco persona por favor","ofensivo"
"siempre Pareces un imbecil","ofensivo"
"Eres un autentico cabron","ofensivo"
"muy Vete a la mierda, cabron por favor","ofensivo"
"tan Eres brillante","limpio"
"siempre Eres un ejemplo","limpio"
"realmente responsable","limpio"
"tan torpe","ofensivo"
"siempre Me encanta tu simpatico en serio","limpio"
"realmente Eres tan gilipollas en serio","ofensivo"
"realmente Qué pendejo tan grande hoy","ofensivo"
"tan Gracias por ser confiable por favor","limpio"
"un poco Tu trabajo es muy amable por favor","limpio"
"un poco Qué optimista actitud de verdad","limpio"
"tan Eres muy empatico","limpio"
"un poco Menuda zorra en serio","ofensivo"
"muy Me encanta tu confiable en serio","limpio"
"Gracias por ser talentoso ya","limpio"
"muy Menuda patetico de verdad","ofensivo"
"realmente Eres un auténtico torpe por favor","ofensivo"
"un poco Qué torpe comentario en serio","ofensivo"
"siempre Menuda manco ya","ofensivo"
"realmente Que inutil tan grande en serio","ofensivo"
"tan Qué optimista eres","limpio"
"realmente Solo un inutil diria eso ya","ofensivo"
"Eres un buen ejemplo","limpio"
"siempre Que generoso actitud","limpio"
"muy Me pareces un malparido hoy","ofensivo"
"un poco Me pareces un zorra por favor","ofensivo"
"realmente Que dedicado persona por favor","limpio"
"muy Tu trabajo es muy maduro ya","limpio"
"siempre Solo un torpe diría eso por favor","ofensivo"
"realmente Que torpe comentario de verdad","ofensivo"
"muy Me pareces un burro en serio","ofensivo"
"a veces Que idiota eres ya","ofensivo"
"siempre Solo un imbecil diria eso hoy","ofensivo"
"tan Vete, subnormal","ofensivo"
"un poco Vete a la mierda, cerdo en serio","ofensivo"
"siempre Pareces un cerdo hoy","ofensivo"
"Que cretino eres hoy","ofensivo"
"a veces Tu trabajo es muy comprensivo por favor","limpio"
"Tu dedicado es admirable de verdad","limpio"
"un poco Vete, basura en serio","ofensivo"
"tan Qué responsable actitud ya","limpio"
"tan Me parece que eres muy maduro ya","limpio"
"tan Que burro tan grande","ofensivo"
"a veces Eres un gilipollas por favor","ofensivo"
"Vete a la mierda, cretino en serio","ofensivo"
"siempre Tu valiente es admirable por favor","limpio"
"muy Gracias por ser amable hoy","limpio"
"tan Gracias por ser talentoso hoy","limpio"
"a veces Qué confiable detalle","limpio"
"siempre Tu optimista es admirable ya","limpio"
"No eres más que un cerdo en serio","ofensivo"
"Qué talentoso actitud de verdad","limpio"
"muy Que inspirador detalle en serio","limpio"
"tan Menuda pendejo","ofensivo"
"un poco Qué dedicado eres de verdad","limpio"
"tan Qué idiota actitud tienes en serio","ofensivo"
"siempre Eres muy generoso hoy","limpio"
"a veces Tu amable es admirable de verdad","limpio"
"siempre Qué respetuoso detalle en serio","limpio"
"un poco Qué estúpido eres por favor","ofensivo"
"muy generoso","limpio"
"realmente Qué dedicado detalle en serio","limpio"
"muy Qué generoso detalle hoy","limpio"
"Pareces un gilipollas ya","ofensivo"
"un poco Me pareces un cerdo hoy","ofensivo"
"muy Qué respetuoso detalle en serio","limpio"
"siempre Vete a la mierda, burro","ofensivo"
"tan Que gilipollas tan grande en serio","ofensivo"
"siempre No sirves","ofensivo"
"a veces Qué talentoso actitud hoy","limpio"
"un poco Vete, subnormal en serio","ofensivo"
"realmente Qué manco persona en serio","ofensivo"
"tan Solo un cabron diría eso por favor","ofensivo"
"siempre Tu generoso es admirable por favor","limpio"
"a veces Tu trabajo es muy optimista por favor","limpio"
"siempre Eres un patético ya","ofensivo"
"muy Gracias por ser tan optimista hoy","limpio"
"tan Eres tan imbecil de verdad","ofensivo"
"Qué patético persona hoy","ofensivo"
"Tu considerado es admirable","limpio"
"realmente Me parece que eres muy inteligente hoy","limpio"
"Eres un auténtico gilipollas de verdad","ofensivo"
"Eres un autentico imbecil de verdad","ofensivo"
"tan Gracias por ser comprensivo en serio","limpio"
"un poco Qué imbecil eres ya","ofensivo"
"un poco Eres un autentico tonto ya","ofensivo"
"realmente Menuda pendejo","ofensivo"
"siempre Me pareces un cretino de verdad","ofensivo"
"realmente Qué valiente detalle por favor","limpio"
"Eres pesimo","ofensivo"
"Qué buena persona eres","limpio"
"a veces Que malparido persona por favor","ofensivo"
"a veces Vete, estupido en serio","ofensivo"
"muy Gracias por ser tan inteligente hoy","limpio"
"muy No eres más que un zángano de verdad","ofensivo"
"siempre Eres un basura ya","ofensivo"
"muy Qué basura actitud tienes hoy","ofensivo"
"Menuda estúpido ya","ofensivo"
"muy Que manco comentario","ofensivo"
"muy Vete, cerdo por favor","ofensivo"
"un poco Qué cerdo persona en serio","ofensivo"
"a veces No eres más que un malparido en serio","ofensivo"
"a veces Eres antipático","ofensivo"
"muy Qué patético actitud tienes","ofensivo"
"a veces Que inteligente persona","limpio"
"a veces Que gilipollas eres de verdad","ofensivo"
"un poco Solo un pendejo diria eso por favor","ofensivo"
"realmente Gracias por ser tan talentoso hoy","limpio"
"un poco Eres un auténtico pendejo","ofensivo"
"tan Me encanta tu responsable","limpio"
"realmente confiable","limpio"
"siempre Qué maduro persona por favor","limpio"
"siempre Me encanta tu respetuoso en serio","limpio"
"a veces Me alegra tu exito","limpio"
"muy Me encanta tu inspirador hoy","limpio"
"siempre Me caes fatal","ofensivo"
"tan Que talentoso eres por favor","limpio"
"un poco Que manco persona","ofensivo"
"a veces Qué pésimo gusto","ofensivo"
"siempre Qué inspirador eres por favor","limpio"
"realmente No eres más que un basura hoy","ofensivo"
"un poco Solo un patetico diria eso en serio","ofensivo"
"realmente Eres un zángano","ofensivo"
"siempre Qué confiable detalle hoy","limpio"
"tan Me pareces un estupido ya","ofensivo"
"siempre Tu trabajo es muy valiente ya","limpio"
"Qué imbécil eres en serio","ofensivo"
"realmente Eres un autentico gilipollas en serio","ofensivo"
"realmente Qué inteligente eres hoy","limpio"
"muy Me parece que eres muy valiente ya","limpio"
"a veces Qué patético comentario en serio","ofensivo"
"tan Que cabron persona","ofensivo"
"a veces Tu trabajo es muy responsable","limpio"
"tan Eres muy dedicado hoy","limpio"
"Eres amable con todos","limpio"
"realmente Que zangano comentario","ofensivo"
"muy Solo un gilipollas diria eso","ofensivo"
"realmente Eres muy maduro","limpio"
"a veces Que malparido comentario hoy","ofensivo"
"tan Eres tan cretino de verdad","ofensivo"
"a veces Eres tan malparido hoy","ofensivo"
"tan Menuda burro","ofensivo"
"Me encanta tu maduro","limpio"
"un poco Que inteligente eres por favor","limpio"
"a veces Eres un idiota en serio","ofensivo"
"siempre Eres tan inutil hoy","ofensivo"
"siempre Me pareces un pendejo","ofensivo"
"Eres un gran companero","limpio"
"Qué pendejo persona en serio","ofensivo"
"realmente Que confiable detalle por favor","limpio"
"a veces Gracias por ser inteligente por favor","limpio"
"Menuda cretino","ofensivo"
"tan Qué estúpido comentario de verdad","ofensivo"
"muy Me pareces un inutil por favor","ofensivo"
"muy Solo un cabron diría eso de verdad","ofensivo"
"Que cerdo tan grande en serio","ofensivo"
"Que optimista persona por favor","limpio"
"siempre Qué dedicado detalle por favor","limpio"
"realmente Qué idiota persona por favor","ofensivo"
"tan Deja de molestar","ofensivo"
"siempre Que valiente eres hoy","limpio"
"No eres mas que un cabron en serio","ofensivo"
"tan Qué tonto tan grande hoy","ofensivo"
"un poco Qué optimista actitud","limpio"
"Me encanta tu confiable de verdad","limpio"
"realmente Qué respetuoso eres ya","limpio"
"Eres muy trabajador","limpio"
"un poco Solo un malparido diría eso","ofensivo"
"a veces Que gilipollas eres hoy","ofensivo"
"siempre Que imbecil actitud tienes de verdad","ofensivo"
"muy Gracias por ser optimista","limpio"
"realmente Qué imbecil persona de verdad","ofensivo"
"a veces Eres tan subnormal hoy","ofensivo"
"un poco Que cabron eres de verdad","ofensivo"
"realmente Que alegria verte de nuevo","limpio"
"tan Gracias por ser tan dedicado de verdad","limpio"
"siempre Solo un imbecil diria eso","ofensivo"
"tan Que basura persona","ofensivo"
"siempre Qué inspirador eres","limpio"
"siempre Que amable detalle hoy","limpio"
"siempre Eres tan torpe ya","ofensivo"
"muy Eres un cerdo hoy","ofensivo"
"Que agradable charla","limpio"
"un poco Que zorra eres","ofensivo"
"a veces Me pareces un torpe por favor","ofensivo"
"realmente gilipollas","ofensivo"
"tan Qué cerdo tan grande en serio","ofensivo"
"muy Que valiente persona","limpio"
"Que inteligente persona por favor","limpio"
"Me pareces un pendejo por favor","ofensivo"
"Menuda basura","ofensivo"
"a veces Me parece que eres muy respetuoso ya","limpio"
"siempre Qué maduro actitud hoy","limpio"
"realmente Gracias por ser inspirador ya","limpio"
"muy Que comprensivo actitud hoy","limpio"
"Eres un idiota","ofensivo"
"un poco Solo un gilipollas diria eso hoy","ofensivo"
"Tu trabajo es muy talentoso en serio","limpio"
"un poco Eres un cabron","ofensivo"
"realmente Eres un auténtico manco ya","ofensivo"
"siempre Tu trabajo es muy valiente","limpio"
"realmente Eres tan cerdo en serio","ofensivo"
"realmente Qué zorra actitud tienes en serio","ofensivo"
"realmente Que torpe persona en serio","ofensivo"
"tan Eres muy maduro ya","limpio"
"Me pareces un cretino de verdad","ofensivo"
"realmente Solo un cretino diría eso por favor","ofensivo"
"realmente Vete, zángano de verdad","ofensivo"
"muy Eres muy maduro","limpio"
"a veces Menuda manco por favor","ofensivo"
"Me parece que eres muy responsable por favor","limpio"
"a veces Pareces un burro en serio","ofensivo"
"realmente Que cretino eres por favor","ofensivo"
"realmente Eres un idiota en serio","ofensivo"
"realmente Qué torpe eres por favor","ofensivo"
"muy Me parece que eres muy considerado ya","limpio"
"tan Qué imbécil persona ya","ofensivo"
"muy Que buen trabajo realizaste","limpio"
"tan Solo un tonto diria eso hoy","ofensivo"
"Que pendejo eres ya","ofensivo"
"a veces Menuda subnormal en serio","ofensivo"
"a veces Qué cretino actitud tienes","ofensivo"
"Tu esfuerzo vale la pena","limpio"
"tan Gracias por ser amable en serio","limpio"
"tan Vete, subnormal hoy","ofensivo"
"tan Que manco persona hoy","ofensivo"
"siempre Qué patético eres por favor","ofensivo"
"tan Eres lento","ofensivo"
"un poco maduro","limpio"
"tan Gracias por ser tan amable","limpio"
"a veces Eres tan cabron","ofensivo"
"tan tonto","ofensivo"
"muy Pareces un estupido en serio","ofensivo"
"Que imbecil actitud tienes","ofensivo"
"siempre Eres muy confiable","limpio"
"muy Eres muy inspirador en serio","limpio"
"tan Eres muy confiable en serio","limpio"
"muy Qué gilipollas tan grande","ofensivo"
"un poco Qué estúpido persona por favor","ofensivo"
"muy Que gusto tenerte aqui","limpio"
"un poco Que malparido tan grande hoy","ofensivo"
"Eres muy inteligente ya","limpio"
"tan Gracias por ser tan confiable por favor","limpio"
"a veces Gracias por ser amable","limpio"
"muy Menuda imbecil en serio","ofensivo"
"un poco Eres tan cerdo de verdad","ofensivo"
"realmente No eres mas que un idiota","ofensivo"
"tan Me encanta tu amable de verdad","limpio"
"muy Eres una inspiración","limpio"
"Gracias por ser tan simpatico en serio","limpio"
"inspirador","limpio"
"Gracias por ser considerado hoy","limpio"
"muy Gracias por ser confiable por favor","limpio"
"a veces Solo un basura diría eso ya","ofensivo"
"siempre Me pareces un imbecil","ofensivo"
"tan Me parece que eres muy simpático","limpio"
"tan Que inutil persona ya","ofensivo"
"un poco No eres más que un idiota","ofensivo"
"un poco Eres un idiota de verdad","ofensivo"
"a veces No eres más que un cabron en serio","ofensivo"
"un poco Qué pendejo actitud tienes en serio","ofensivo"
"un poco Que tonto eres en serio","ofensivo"
"a veces No eres más que un zángano en serio","ofensivo"
"Que zangano eres","ofensivo"
"un poco Eres tan gilipollas ya","ofensivo"
"muy Vete a la mierda, malparido por favor","ofensivo"
"Que zorra eres","ofensivo"
"Que torpe persona en serio","ofensivo"
"un poco Me pareces un inútil por favor","ofensivo"
"a veces Eres un autentico burro ya","ofensivo"
"a veces Eres un cretino en serio","ofensivo"
"realmente Eres muy respetuoso por favor","limpio"
"siempre Que responsable persona de verdad","limpio"
"un poco Que confiable eres","limpio"
"tan Eres un autentico estupido de verdad","ofensivo"
"muy Menuda imbecil por favor","ofensivo"
"realmente Qué talentoso persona","limpio"
"a veces Eres un autentico patetico de verdad","ofensivo"
"muy Qué zángano actitud tienes","ofensivo"
"tan Qué manco persona","ofensivo"
"Pareces un imbecil","ofensivo"
"Eres un manco ya","ofensivo"
"un poco Eres un auténtico subnormal de verdad","ofensivo"
"realmente Eres tan idiota","ofensivo"
"muy Que simpatico persona ya","limpio"
"tan Gracias por ser tan confiable hoy","limpio"
"muy Solo un tonto diría eso","ofensivo"
"muy Me pareces un gilipollas","ofensivo"
"siempre Tu trabajo es muy simpatico en serio","limpio"
"muy Me parece que eres muy simpático por favor","limpio"
"siempre Que gusto tenerte aqui","limpio"
"un poco Que amable de tu parte","limpio"
"Qué patético actitud tienes","ofensivo"
"un poco Que zangano eres por favor","ofensivo"
"un poco Gracias por tu comprensión","limpio"
"siempre Que inutil persona en serio","ofensivo"
"No eres mas que un cabron hoy","ofensivo"
"siempre Vete a la mierda, torpe","ofensivo"
"siempre Qué imbecil tan grande de verdad","ofensivo"
"muy Gracias por ser tan confiable por favor","limpio"
"siempre Vete, imbécil por favor","ofensivo"
"un poco inteligente","limpio"
"muy Vete, patetico en serio","ofensivo"
"Eres desagradable","ofensivo"
"realmente Qué respetuoso detalle de verdad","limpio"
"a veces Que patetico tan grande","ofensivo"
"realmente Eres un auténtico imbecil","ofensivo"
"tan Qué comprensivo actitud en serio","limpio"
"tan Que amable persona","limpio"
"a veces Tu responsable es admirable por favor","limpio"
"Vete, subnormal en serio","ofensivo"
"muy Vete a la mierda, zorra de verdad","ofensivo"
"muy Que inteligente persona ya","limpio"
"Qué manco persona de verdad","ofensivo"
"tan Me parece que eres muy simpático de verdad","limpio"
"a veces Gracias por ser generoso ya","limpio"
"un poco Me pareces un cretino en serio","ofensivo"
"Qué inspirador actitud de verdad","limpio"
